text,is_hatespeech
"Wakil Kepala Badan Gizi Nasional Nanik S. Dayeng menyampaikan permohonan maaf atas banyaknya kejadian keracunan dalam program makan bergizi gratis. Saat mengucapkan permintaan maaf itu, Nanik menangis. Saat ini, sudah lebih dari 6 ribu anak yang diduga keracunan usai menyantap menu MBG di sekolah. Nanik menyampaikan BGN akan bertanggung jawab penuh atas seluruh kejadian keracunan. Dia mengatakan seluruh biaya pemulihan kesehatan dari anak yang mengalami keracunan akan dibiayai oleh BGN. Menurut Nanik, tak ada niat dari pemerintah untuk mencelakai anak Indonesia. Ia mengatakan BGN selaku pelaksana program Presiden Prabowo Subianto memiliki niat yang baik untuk memberi makan bergizi gratis untuk anak. BGN Nanik Maaf MBG KLB Tempodotco Tempomedia",False
<user> Wamen ini lupa kalau kita itu orang timur Yg melihat sesuatu itu bukan hanya dari sisi isi atau tujuan Tapi juga dari cara dan gaya,False
Menko AHY meninjau Tol Harbour Road II (Ancol–Pluit). Proyek strategis nasional ini jadi solusi kemacetan dan dorong efisiensi logistik di utara Jakarta. MenkoAHY KemenkoInfra DemokratSurabaya <link>,False
<user> kayanya itu ancang ancang mau gelut,False
"“Air yang baik melahirkan benih yang sehat.” Kualitas air yang terjaga dengan baik menjadi dasar dari seluruh proses budidaya di hatchery. Air yang bersih, kaya oksigen, dan stabil akan mendukung pertumbuhan larva secara optimal serta menekan risiko penyakit. Karena itu, pengelolaan air bukan sekadar rutinitas harian, melainkan fondasi utama yang menentukan keberhasilan produksi benih ikan yang sehat dan berkualitas. bpbapujungbatee 25TahunKKP 2025KKPRiseTogether PanganBiru EkonomiBiru MenteriKKP KKPGOID saktiwahyutrenggono",False
BELUM SELESAI PENDERITAAN GW pulang ke kosan malah kena getok ojek gara2 gabisa pesen ojol fakmen,False
"Sat Samapta Polresta Yogyakarta” melaksanakan latihan peningkatan kemampuan penggunaan gasmask dan pakaian Dalmas. Kegiatan ini bertujuan untuk meningkatkan kesiapsiagaan dan profesionalisme personel dalam menghadapi berbagai potensi gangguan kamtibmas, terutama pada situasi yang memerlukan perlindungan diri dari gas air mata maupun kondisi kerusuhan massa. Dalam latihan ini, para personel dibekali pengetahuan dan keterampilan teknis terkait prosedur penggunaan gasmask serta pemakaian pakaian Dalmas yang sesuai standar operasional. Latihan ini juga melatih ketangkasan, kekompakan, dan kedisiplinan anggota dalam bertindak cepat dan tepat di lapangan. Melalui kegiatan ini diharapkan seluruh personel Sat Samapta Polresta Yogyakarta semakin siap, tangguh, dan profesional dalam menjalankan tugas menjaga keamanan dan ketertiban masyarakat di wilayah Kota Yogyakarta. <user> Yogyakarta <user> D.I. Yogyakarta jogja24jam humaspolri PolrestaYogyakarta PolriPresisi",False
P inpo NR 2 tak opo 4 stroke nyerang jembatan pandansimo😁,False
<user> Dimana ada pungli disitu ada Coklat 🥲,False
Apel KRYD ini dipimpin oleh Kanit Samapta Polsek Mergangsan Iptu Sugiyanto. Setelah kegiatan apel KRYD dilanjutkan melaksanakan patroli bersama antisipasi gangguan Kamtibmas di malam hari. PatroliJogja InovasiProblemSolvingJogja PoldaDIY PolresJogja polsekumbulharjo,False
<user> <user> Masih aja ada orang kena gendam keluarga mulyono yang gak sembuh2 🤣,False
"<user> Berhenti bermain judol, fokus pada kehidupan yang lebih bermakna. BerantasJudiDaring BersamaBerantasJuring",False
"Temlen ada keributan apa ya, mw ikutan",False
Why only h not m. Nowa days begal means m.,False
"<user> OMO PAGI POLL, tp iya se macet pol org berangkat kerja😵‍💫 ati yaa",False
"Untuk memperpanjang napas perlawanan, kita perlu membangun ekonomi kolektif. Ekonomi kolektif ini salah satunya kami aktualisasi melalui penjualan baju. Seluruh keuntungan produksi akan kami gunakan untuk Aliansi Jogja Memanggil dan gerakan-gerakan perlawanan lainnya.",False
<user> Tapi kalau mouthwash katanya gaboleh tiap hari,False
menyelamatkan sofrog tenggelam 🤣🤣 mancing toman gabus boncos fyp,False
<user> kena gendam ya,False
"<user> mending kt mitap di mutiara jakal bwh, km suka matcha kan...",False
ajg kamera hp spek pembunuhan jadi rada mistis vibe na <link>,False
Alhamdulillah done✅fyp guru ppgdaljab sesi8 uny ukppg,False
<user> oknum yg dikumpulin bisa jadi se-kecamatan😔😔,False
"Polsek Jetis Polresta Yogyakarta melaksanakan patroli rutin pada dini hari dengan menyasar sejumlah titik rawan dan kawasan publik di wilayah hukumnya, Sabtu (4/10/2025). poldajogja polresjogja polsekjetisjogja patrolidinijetisjogja <link> <link>",False
<user> Hokky siap tawuran.,False
<user> Que skibidi te miras🔥,False
kasih rekomendasi novel yg alur ceritanya mirip mirip sama malioboro at midnight dong,False
"mengetahui pelaku pembunuhan dan pemerkosaan anak dibawah umur, pelaku terancam hukuman mati. tindakan serta Upaya Penegakan Hukum polri dilakukan untuk SiapBerantasKriminalitas ditengah masyarakat <link>",False
"Udah mulai musim hujan pas jam-jam pulang kerjaaa, nyari ojol sampe bosenn gaada yg mau pickup😭",False
<user> 👍ketimbang tawuran gaje,False
engga gelut pasti meriyang yah kaliyan,False
<user> Waduh emang disuruh bayar sama siapa sih? Pungli ya? Yang suka tiba tiba nagih duit padahal kita cuman diem? 😂 Emangnya airnya sebanyak apa? Gak jadi banjir kan?,False
"<user> Yg Cosan itu ada di Seturan sm Pogung, dua2nya kurang pw buat wfc (imo)",False
"Fordo Jakal during daytime or slow hours is actually great. Good atmosphere, interior design, furniture, sitting arrangements, banger playlists, and decent food &amp; drinks.",False
Yang bikin capek sebenernya karena macet sih ini pas balik 🫠 lagi mikir naik apa yang paling cepet tapi tetep affordable pas pulangnya supaya gak 2 jam terus perjalanan ke rumah...,False
Kasus ini ditangani oleh Satreskrim Polres Kulon Progo. Hingga saat ini belum diketahui identitas serta penyebab kematian mayat tersebut kulonprogo,False
<user> Mancing keributan?,False
anjay gelut,False
"<user> Terbunuhnya taruna/prajurit akibat penganiayaan seniornya dlm latihan militer tidak boleh terjadi, sepertinya para instruktur/senior gagal pahami tujuan diklat. Jika taruna tak sehat, tidak mampu, gugurkan saja.",False
"<user> <user> <user> just search “symfhuny cheating moments” in google. he was well known for shots exactly like these, and he never cheated. its just a sound que and you shoot there. just bcs yall suck at games don’t mean we all do. also using that clip is just pure new gen to gaming",False
<user> ini sih pemerasan kepd ank kcl ya,False
"<user> Biarin aja Bunuh diri, gak guna banget Anj, orang sakit jiwa kayak gitu 🤣",False
"model bapakku dulu tuh kayak jihoon cuman bedanya, ayahku dulu rambutnya panjang terus berandalan (suka tawuran) nenekku ampek capek ngadepin ayahku yg sangat² lah berandalan ituu😭😭",False
pada kenapa si driver lama bgt😭 padahal ga macet juga huft aku mau istirahat capee😞,False
<user> Kirain keracunan mbg,False
<user> pibertdei semoga treat cewe gw lebih baik lagi ya buat oknum d,False
<user> Manaaaa mau liat senyum dd? Senyumnya belum sampe ke aku ini. KENAPA MAHAL BANVET? Ini pemerasan uaaa?,False
<user> Yeah I saw they redid the tweet… probs bcs either there’s smthing missing or maybe they’ve released its bad optics to not have a Yeri preview r,False
Mengurangi kerusuhan tidak diinginkan (tereak tereak gak jelas) mulai sekarang setiap melihat momen gemas kita cekek leher sendiri (suicidal),False
"kemarin, gue mau nonton di dmall, pas diperjalanan mobil gue nyenggol angkot (utg bpkny baik), pas sampe mall TERNYATA SALAH TANGGAL BELI TIKETNYA ANJENGGG, terus pas mau balik TIKET PARKIR GUE ILAAAAANGG denda gocap 💔 mana badai cok jadi macet 30 menit 💔💔💔",False
<user> <user> Right now pretty much small town news that directly affects me. I pretty much don’t believe anything that I see or read from any news outlet for about six months before other truths percolate to the surface.,False
<user> iya ga boleh. stop bunuh diri perlahan-lahan. KECUALI kalo kedua pasangan sangat punya otak dan mengerti untuk berusaha memberi SELURUH ASPEK KENYAMANAN BERSAMA satu sama lain. jangan lo telen ga enaknya sendirian pasangan lo bodoamat ataupun sebaliknya.,False
"TemanPemilih KPU Kota Bandar Lampung menggelar Apel Rutin di halaman kantor KPU Kota Bandar Lampung. Bertindak sebagai pembina apel Sekretaris KPU Kota Bandar Lampung, Amrozie W. Dalam arahannya, Amrozie menyampaikan arahan strategis KPUMelayani KPUBandarLampung <link>",False
bcs why would anyone send PORN to a taylor swift gc…😐,False
"Kak, gelut yuk?:)",False
"Warga Jangan Takut, Segera Laporkan Oknum Kades Nakal yang Manipulasi Dana Desa Lamongan – Masyarakat diimbau untuk tidak tinggal diam terhadap dugaan penyalahgunaan dana desa yang dilakukan oleh oknum kepala desa maupun perangkat desa. Praktik kecurangan dalam pengelolaan anggaran desa, termasuk manipulasi tanpa adanya musyawarah desa (mudes) terbuka, merupakan pelanggaran serius yang dapat dikenakan sanksi hukum berat. Instruksi tegas ini sejalan dengan aturan yang mewajibkan setiap penggunaan anggaran desa dipaparkan secara transparan di hadapan warga melalui forum musyawarah desa. Namun, fakta di lapangan masih banyak ditemui dugaan oknum perangkat desa yang berani menyalagunakan wewenang, menjadikan dana desa sebagai kepentingan pribadi, tanpa melalui mekanisme resmi. “Warga jangan takut. Segera tindak lanjuti dan laporkan ke pihak berwenang apabila ada indikasi penyelewengan dana desa. Jangan biarkan uang rakyat yang seharusnya untuk pembangunan dan kesejahteraan masyarakat, justru dinikmati segelintir oknum,” tegas salah satu aktivis antikorupsi di Lamongan. Selain itu, aparat penegak hukum juga diminta lebih aktif menindaklanjuti setiap laporan masyarakat agar memberikan efek jera. Pasalnya, banyak kasus serupa yang telah berujung pada vonis penjara bagi oknum kades maupun perangkat desa yang terbukti korupsi. Dengan adanya dorongan ini, masyarakat diharapkan lebih berani bersuara dan melaporkan setiap bentuk manipulasi anggaran desa. Transparansi dan pengawasan publik menjadi kunci agar pengelolaan dana desa benar-benar tepat sasaran.promoseruweekend lamongan korupsi beritanasionalnews fypberitaterbaru",False
"selesai karir nya, gue tau cape sih elu pasang banner di mana mana. tapi kalau kaya gini semua kerja keras bangun jaringan di internal ya hancur semua. dpp tinggal nunjuk pimpinan baru dpd jawa barat, kelar",False
"<user> <user> Devletin miras yasalarını eleştirmek hakkın varsa, o yasaları eleştirme yöntemin de eleştirilir, değer meğer hikaye. Cumhuriyetin getirdiği hak ve özgürlüklere saldırmak değer olamaz, hem boş boş konuşacaksın hem de, saçmalama denince ama bu benim değerüm... Hadi len",False
"<user> <user> Ini bocah itu ngomong nya kyk udh waow bgt kak, ibaratnya kyk ini bocah ngajarin hal ap aj yg bisa dilakukan saat tenggelam k orang yg mmg bisa renang dn sdh tahu ap sj yg perlu dilakukan saat tenggelam pdhl ni bocah tenggelam aj kgk pernah aplg renang",False
bunuh diri masuk neraka oh like living isnt already hell for me,False
"<user> Kalau dulu aku lebih ke fandom MLDD, dari awal sampai akhir damai terus, kekeluargaan banget 🥹 Tp kadang liat fandom globalnya di TL kyk adaa aja yg aneh² 😅 Nah iyaa aku pikir, ah biasa mah LaD awal² toksik, ntar jg lama² damai sendiri Tp trnyata nggak bosen² yg bikin keributan",False
propinsi Riau kabupaten Bengkalis kecamatan Bantan desa Pambang Pesisir,False
Sekam Api Berebut Mereformasi Polri <link>,False
"Kena pungli polisi, abis uangku. Kalo ada gogs copywriting, translation, editing dong gaes 🥺🥺🥺🥺",False
"Om Swastiastu SahabatBahari Dalam rangka menyemarakan Hari Kemerdekaan yang ke 80, seluruh pegawai PPN Pengambengan memeriahkan serangkaian perlombaan . Yukk intip kegiatannya 🙌🏼🙌🏼 DJPTDisiplin DJPTBerdedikasi DJPTBerprestasi PenangkapanIkanTerukur",False
<user> Sdh bener lbh baik smntara hentikan dulu suporter away..agar liga berjalan dgn lancar krn mslh segelintir suporter yg bebal otaknya bs mengganggu jalannya kompetisi..sdh sering trjd gara2 suporter away kompetisi tersendat sendat dihentikan diundur ato dirubah lagi jadwalnya..,False
"Kecemasan menyelimuti orangtua siswa SD Muhammadiyah 1 Ketelan, Banjarsari, Solo, Jawa Tengah. Pasalnya, program Makan Bergizi Gratis (MBG) direncanakan menggantikan dapur sehat sekolah yang sudah berjalan selama 10 tahun. Kekhawatiran itu muncul setelah maraknya kasus keracunan makanan. Klik untuk baca: <link> | Muhammadiyah MBG Solo",False
"Dipandu Dina dari Radio Jogja Family, Wadirlantas AKBP Hendra Gunawan, S.I.K., M.T. menjelaskan bahwa pada Operasi Keselamatan tahun ini, Polda DIY juga akan menindak tegas pengendara yang menggunakan knalpot brong (blombongan).",False
"adek aq gda tuh yg dpt mbg, anggaran gede tapi ga merata, mana makanannya gada gizinya",False
<user> mruputt,False
<user> SETURAN PANAS BNGT INI,False
"Ribuan pengemudi ojek online (ojol) berkumpul di Stadion Gajayana, Kota Malang, Jumat (31 Oktober 2025), untuk mengikuti apel kebangsaan dan deklarasi bersama dengan tema “Apel Ojol Kamtibmas Jogo Jatim”. Acara ini juga menjadi simbol penguatan sinergi antara Polri, komunitas ojol, TNI, dan pemerintah daerah. Dengan kerjasama ini diharapkan tercipta situasi yang kondusif dan mendukung aktivitas ekonomi masyarakat.",False
"Personil staf Polsek Pakualaman Polresta Yogyakarta di pawas Kanit Intel Iptu Eda Suswanto, S.Ikom bergabung dengan jajaran Polsek se Polresta Yogyakarta melaksanakan kegiatan apel Gumaton di depan pos tetek Malioboro Yogyakarta Sabtu 01/11/2025 malam. <link>",False
bro what... um i havent seen my brother since last night ans suddenly coming back from school hes like pointing to my arm lemme see and i was loke??? huh i showed him mu selbow instead bcs thats where it got hit and he insisted i was like what?? WHAT??? pls he donnow💔💔,False
<user> When was the last time you were in DC?,False
"💚 temenku kena pemerasan modus vc ditunjukin alat kelamin sama stranger gtu, cara laporinnya gimana ya? kasihan udah kekuras 500k++ :(",False
Lawan PSIM besok sabtu👇🏻,False
<user> <user> <user> <user> Digulung wae kui resa nek calo biangane,False
"Personel Polsek Jetis Polresta Yogyakarta melaksanakan pelayanan masyarakat dengan pengaturan lalu lintas dan membantu penyeberangan, pada Senin pagi (3/11/2025). polresjogja polsekjetisjogja pelayananmasyarakat yanmasjetisjogja kamseltibcarlantas <link>",False
"Andai permiiintan maaf itu sebelum vonis, dan FAIR hal itu, mungkiiin bisa memberi solusi. kenapa Begitu sangat ingin MEMBUNUH SATU. Ayah Teddy Minahasa Namanya Haji Abu Bakar dari Madura, Ibunya Candra Minarni dari Tionghoa Muslim - Pojok Satu <link>",False
10 janji kampanye <user> 1. makan belatung gratis ✅️ 2. 300 fakultas kedokteran 3. 19jt lowongan pekerjaan 4. 13 kota baru 5. 3 juta rumah 6. pabrik ponsel 7. rumah sakit modern di setiap kota 8. lanjutkan IKN 9. 10 ribu beasiswa 10. 5 milyar dana desa 11. Gaji guru naik,False
"Seorang driver ojek online gugur setelah tertabrak mobil rantis polisi saat demo di kawasan Pejompongan, Jakarta, Kamis malam (28/8/2025). Peristiwa ini menuai duka mendalam dan ramai disuarakan publik, menuntut keadilan bagi korban. Jenazah kini berada di RS Cipto Mangunkusumo. Tragedi ini meninggalkan tanda tanya: siapa yang akan bertanggung jawab atas nyawa yang melayang di tengah aksi? LampungLive Ojol BeritaTerkini Jakarta Demo",False
"<user> tapi emang bener deh akhir² ini napa suka mimpi aneh yaa, masa aku mimpi liatin renjun haechan gelut, aku cuma liatin mereka planga plongo, kek ga guna gasii aku di mimpi itu☺️☺️",False
"Dari Penyaluran Kur Hingga Dukungan Untuk Umkm Dan Program Makan Bergizi Gratis, Bri Konsisten Memberikan Kontribusi Untuk Bangsa Dengan Langkah Nyata Yang Bantu Masyarakat Tumbuh BRIDorongEkonomiKerakyatan",False
"“Kami berharap buku ini dapat memberikan wawasan dan inspirasi tentang pentingnya pendidikan, inovasi, serta pengembangan sektor Kelautan dan Perikanan, termasuk implementasi EkonomiBiru, demi Indonesia yang lebih maju dan sejahtera” <user> SDMKP SDMUnggul PendidikanKP",False
"Hati hati penipuan modus joki pinjol ,ngakunya namanya hidar ,nama lainnya bisa iman atau rasyid jangn tolong kalao ketemu infokan penipuan pinjol ojk <link>",False
"Setelah diinvestigasi, mayat tersebut ternyata <user> ! <user> as seer",False
"Kasus terbaru melibatkan Joel Alberto Tanos (18), cucu Tony Tanos (salah satu 9 Naga Sulut). Pada 4 Agustus 2025 pukul 07.00 WITA di Manado, Joel memergoki pacarnya S pesta miras dengan AMR (29) dan Ervan Siging (27). Cekcok terjadi, Joel ditikam di dada dan leher oleh Ervan (residivis pembunuhan). Joel tewas di RS. Pelaku ditangkap. Sumber: Tribunnews, <link>",False
wishing that “aku suka menonton keributan” girl very satisfying days i guess :),False
"<user> ubah sistem tiketna,maenya ges meli di online kudu di tukerken hela jadi gelang,sarua jeng offline atuh ari kitumah.karunya ka bobotoh anu diluar bandung kudu muterhela ka tempat penukaran tiket jaba macet.",False
hujan hujan gini ke pemandian air panas dkt parangtritis enak kali ya,False
Hasil begal njir 😹 arenabreakoutglobal arenabreakoutglobal arenabreakout game arenabreakoutindonesia,False
eng ing eng.. selamat para pemenang.. Masing masing mendapatkan hadiah tiket fans pertandingan PERSEBAYA vs PSIM.. Segera DM admin ya.. <user> <user> dan suwon kabeh dulur dulur wes melu berbagi foto bareng abgmin.. SAMPAI KETEMU TANGGAL 8 REK!! BanggaBeliAsli HijaukanGBT,False
"Ive said this before, Im sorry that I voted this guy as DPD Bali back in 2019🙏 Gw kira dia akan jadi teknokrat akademis, karena dia rektor muda dan gelarnya banyak. W gatau bahwa dia ethno-fascist kek gini🙏🙏 tho even without me, he won in ABSOLUTE LANDSLIDE💀💀💀",False
WARTAWAN RASMI LAMAN REFORMASI: DEDAHKAN NOMBOR PENDAFTARAN KERETA YANG CUKAI JALA... <link>,False
"Bikin geger warga Surabaya! 😡 Wakil Wali Kota Surabaya Armuji atau Cak Ji akhirnya turun tangan setelah banyak laporan motor warga dan pengemudi ojek online mbrebet usai mengisi Pertalite di sejumlah SPBU Surabaya. Dalam pernyataannya, Cak Ji dengan tegas menyoroti Pertamina agar segera mengecek kualitas BBM di lapangan, terutama di SPBU kawasan Diponegoro, Tapak Siring, dan Rajawali. “Masyarakat ojo dirugekno. Iki akeh laporan motor brebet sakwise isi BBM. Pihak terkait ojo tutup mata, kudu tanggap. Meleko Pertamina!” — Cak Ji, Wakil Wali Kota Surabaya Pemerintah Kota Surabaya juga siap berkoordinasi dengan Pertamina dan Disperindag untuk memastikan BBM aman dan sesuai standar. Langkah ini diambil agar masyarakat tidak lagi dirugikan oleh bahan bakar yang diduga bermasalah. 🛵 Banyak pengemudi ojol melapor motor mereka mendadak rusak setelah isi Pertalite! Apakah benar ada masalah pada kualitas BBM? 😱 CakJi Armuji Pertamina BBMPertalite MotorMbrebet",False
"kalo ngomongin ac di fesnuk dah banyak banget sebenernya bertebaran yang openkes... cuman... kalo dibilang penipuan ga kena keknya, soalnya ini kelas trading :) LOE MAU GAME OF ATTENTION⁉️GUE KASIH‼️TIMOTHY RONALD VS FAKTA2.. <link> via <user>",False
"Pembangunan Kampung Nelayan Merah Putih ini merupakan langkah nyata pemerintah melalui Kementerian Kelautan dan Perikanan (KKP) dalam meningkatkan kesejahteraan masyarakat pesisir, khususnya nelayan, dengan menghadirkan sarana dan prasarana yang lebih layak dan berdaya guna. ⚓️🏘️",False
"don’t get swept up in the outrage cycle. the protests may feel grassroots, but the narrative is prepackaged, the outrage is engineered, and the players are funded. ManufacturedOutrage EngineeredConsent ColorRevolution NarrativeControl",False
sementara oknum nya tidak tau apa-apa dan terlalu berpositif thingking :) <link>,False
Trs yg nerima ibu yg bersih2 dgn polosnya adek gue bilang “ itu penipuan kali bu” 😭😭😭,False
inisihapess 😶‍🌫️🤐 macetjakarta Macet kecelakaan fyp akhirbulan,False
"Dihimbau untuk motor injeksi keluaran terbaru jangan isi pertalite dulu karna akan menyebabkan brebet. Yang perlu diganti adalah Busi, sel fuel pump dan filter minyak🛠️ bengkelmotor otomotif brebet",False
"Pembagian grup turnamen Garuda Gerindra cup 1 2025, Putra bahari di grup D bersama dengan, persela lembur dan petleng FC!!!! GAS GERE LAVO TANA🔥 putrabahari gerindracup pendekarbiru kampungnelayan",False
"karna bnyak issue keracunan sehingga d stop, jdi MBG nya dari rumah😁😁",False
"Apakah hanya dipecat saja sudah cukup bagi pelaku narkoba , penganiayaan, pengancam dan penipuan disertai pemerasan susah cukup 🤔 Apakah karena pelakunya adalah seorang yg seharusnya menegakkan hukum dan menjadi pelaku perusak hukum maka sanksinya diperingan saja NegaraBuram",False
7 anggota Brimob Polda Metro Jaya kini berada di bawah pemeriksaan intensif. Mereka diperiksa sehubungan dengan insiden di mana kendaraan taktis yang mereka tumpangi melindas seorang pengemudi ojek online hingga meninggal dunia pada . meninggal ojol <link>,False
"Pihak Biro Pers, Media, dan Informasi (BPMI) Sekretariat Presiden mencabut kartu identitas Pers Istana milik jurnalis CNN Indonesia sekaligus pembawa acara Inside Politics di CNN Indonesia, Diana Valencia pada Sabtu (27/9). Pemimpin Redaksi CNN Indonesia Titin Rosmasari membenarkan adanya kabar tersebut. Benar telah terjadi pencabutan ID Pers Istana atas nama Diana Valencia. 27 September 2025. Tepatnya pukul 19.15 Seorang petugas BPMI mengambil ID Pers Diana di kantor CNN Indonesia, kata Titin dalam keterangan tertulis, Minggu (28/9). Titin mengatakan, pihaknya terkejut dan mempertanyakan dasar atau alasan pencabutan ID Pers tersebut. CNN Indonesia telah mengajukan surat resmi ke BPMI dan Menteri Sekretaris Negara Prasetyo Hadi untuk mempertanyakan tindakan tersebut. Menurut Titin, pertanyaan jurnalis CNN Indonesia Diana Valencia kepada Presiden Prabowo adalah kontekstual dan sangat penting hingga menjadi perhatian publik belakangan ini, yaitu isu terkait program Makanan Bergizi Gratis (MBG). Sementara itu, sejumlah sumber yang mengetahui peristiwa tersebut mengatakan kepada Tempo.co bahwa BPMI melarang wartawan Istana menanyakan persoalan selain kunjungan Prabowo ke luar negeri baru-baru ini. Seorang jurnalis CNN Indonesia Diana Valencia lalu bertanya apakah Prabowo memberikan instruksi khusus kepada Badan Gizi Nasional soal maraknya kasus keracunan usai mengonsumsi BGN. “Saya memonitor perkembangan itu. Habis ini, saya akan panggil langsung Kepala BGN (Dadan Hindayana) dan beberapa pejabat,” ujar Prabowo, menjawab pertanyaan tersebut. BPMI kemudian memanggil jurnalis tersebut dan menyatakan keberatan atas pernyataan itu dengan dalih di luar konteks. Sementara itu, Mensesneg Prasetyo Hadi enggan menjawab masalah pencabutan kartu identitas Pers Istana milik Diana tersebut. Kita fokus yang penting beres MBG dulu ya, jangan sampai ada kejadian lagi, kata Prasetyo usai konferensi pers terkait MBG di Kementerian Kesehatan, Mnggu (28/9). Sumber : CNN Indonesia, Tempo.co nixweekendnews nixnews cnnindonesia jurnalis journalist makananbergizigratis mbg prabowo viralpost followus followusformore",False
"Work! Guys please kasih tau gimana cara nolak kasih CV kita buat contoh ke orang yang emang kita gak suka, ya emang gak deket/gak ada support 1 sama lain jg, jangan salty dulu ya, risih banget soalnya di teror terus, makasih",False
"<user> ajak itoy, pancing keributan gt lis bilangin ke palas",False
"Tidak hanya untuk menguatkan koordinasi kepada pemerintah pusat, kegiatan ini diharapkan bisa menjadi momen untuk menyerap aspirasi daerah sehingga pemerintahan tidak sentralistik. Polhuk AdadiKompas <link>",False
"Jirlah FTL Depok nih ga banget akses nya kanan kiri macet , belom gym udah capek duluan 😑",False
<user> Ya kalo ketebak dan bener udah ketauan semua itu om,False
Mayat itu ditemukan pada posisi kepala di bawah dan kaki tertekuk ke atas pada permukaan lubang drum. Polisi belum dapat memastikan adanya tanda-tanda kekerasan lantaran kondisi jenazah yang sudah membusuk. | Tangerang <link>,False
"<user> <user> <user> <user> Ga bakal paham bocah klitih idiot gede bacot di sosmed doang, dia aja yg naik ring klo berani",False
"<user> <user> Só esperar uns meses, o livro de AOP tá bem mais a baixo do preço dq quando eu comprei, comprei por uns 120 (eu acho, não lembro, não saiu do meu bolso) agr tá por uns 90. Livro em pré-venda sempre são SUPER caros, você tem que esperar uns meses pra deixar de ser",False
"Sinergi Kampus dan Pemerintah, Mahasiswa Universitas Kadiri Kunjungi Kanwil Kemenkum Jatim SURABAYA - Sebanyak 30 mahasiswa Fakultas Hukum Universitas Kadiri mengunjungi Kantor Wilayah Kementerian Hukum Jawa Timur, Rabu (20/8). Sinergi antara kampus dan pemerintah kembali terjalin melalui kunjungan mahasiswa Universitas Kadiri, membuka ruang kolaborasi antara dunia akademik dan praktik hukum di lapangan. Kunjungan tersebut dibuka dengan sambutan Kepala Divisi Pelayanan Hukum Raden Fadjar Widjanarko yang mewakili Kepala Kantor Wilayah, Haris Sukamto. Dalam sambutannya, Fadjar menyampaikan pesan Kanwil agar sinergi antara dunia akademik dan praktik hukum terus diperkuat. “Pak Kakanwil menitipkan salam hangat serta apresiasi sebesar-besarnya kepada para mahasiswa Universitas Kadiri. Beliau menekankan pentingnya forum seperti ini untuk memperkuat kolaborasi antara perguruan tinggi dan instansi pemerintah,” ujar Fadjar. Selama kunjungan, mahasiswa mendapatkan paparan dari sejumlah pejabat teknis. Arif Setyawan memaparkan tugas dan fungsi Divisi Peraturan Perundang-Undangan dan Pembinaan Hukum (P3H), mulai dari fasilitasi perancangan perda hingga penyuluhan hukum. “Divisi P3H tidak hanya berkutat pada regulasi, tetapi juga berperan dalam literasi hukum serta implementasi kebijakan strategis,” kata Arif. Materi berikutnya dibawakan oleh Wiwin Winarti yang menjelaskan tentang kekayaan intelektual komunal. Ia menekankan bahwa kekayaan intelektual bukan hanya soal individu, melainkan juga potensi khas daerah. “Produk khas dan budaya lokal bisa didaftarkan sebagai kekayaan intelektual komunal. Perlindungan ini penting agar nilai ekonomi dan identitas budaya tetap terjaga,” ucap Wiwin. Sesi terakhir disampaikan oleh Herman Setiawan yang menguraikan layanan Administrasi Hukum Umum (AHU), mulai dari kewarganegaraan, pendirian PT perorangan, hingga layanan apostille. “AHU hadir untuk memberikan kepastian hukum dalam berbagai aspek administrasi masyarakat, baik di tingkat nasional maupun internasional,” kata Herman. Kunjungan ini ditutup dengan sesi tanya jawab interaktif. Mahasiswa tampak antusias menggali lebih jauh soal peluang karier di bidang hukum serta kontribusi yang bisa diberikan generasi muda bagi pembangunan hukum di Indonesia. KementerianHukum LayananHukumMakinMudah AksiNyataSejahtera KerjaTerlaksana",False
<user> Pembunuhan karakter,False
"Aiptu Sudari bersama Anggota piket melaksanakan sambang di salah satu sekolah wilayah Hukum Polsek Mergangsan, memberikan himbauan Kamtibmas kepada Security, Selasa (21/10/2025). poldadiy polresjogja polsekmergangsan mergangsan yogyakarta <link>",False
"<user> Lho, bukannya pungli itu secara tidak langsung akan menuju ke LC juga? 😅",False
kt aing sih my future husband lg struggling to grow and groom his beard bcs Allah tells him that i love it hehe cuek,False
<user> Waduh mbendino seturan ki,False
<user> Jade and I broke up yesterday bcs I got my friends to talk to her and they called her her dead name which I didnt even know they knew to she was like WERE DONE And so now were broken up <link>,False
<user> ajg bagus pasti di jakal,False
⏳ Waktu Melengkung mengingatkan kita bahwa sejarah tidak berjalan lurus. Rakyat yang menunggu keadilan sering dibuat berputar-putar dalam lingkaran waktu. WaktuMelengkung KeadilanSosial kerusuhan DPRRI chaos SufiHealing <link>,False
"efektif dalam mendukung pembangunan daerah,” ujar Johan. Kanwil Kemenkum Babel KementerianHukum LayananHukumMakinMudah KanwilKemenkumBabel PembangunanMerata KemerdekaanSemakinNyata",False
<user> Easiest way to lower crime in DC would be to arrest the convicted felon in the whitehouse. Funny a 34 time convicted felon rapist pedophile wants to act like he wants to Crack down on crime. Like a drug dealer wanting more cops on the streets,False
siam ngajak gelut,False
<user> Penipuan hati hati,False
"Hai SahabatBawaslu , berikut hasil Rekapitulasi dan Penetapan Hasil Perolehan Suara DPD Jawa Tengah pada Pemilu 2024 lalu. Suarakan aspirasimu ya, Sahabat. BawasluDemak BawasluJateng demakkotawali demakhits demak demakviral demakhariini wargademak <link>",False
